MBTI Type,Topic Diversity
infp,2.734511489051982
istp,2.725936431697897
esfj,2.7201275844895103
isfj,2.7199549914884815
enfp,2.7185835696661216
infj,2.7106653039100217
istj,2.7100796679445622
enfj,2.7080751010307944
intp,2.7011235104342943
isfp,2.6962194187920416
esfp,2.693762061512032
estj,2.6850462384525136
estp,2.6600059454829794
entp,2.647009329374896
intj,2.6360878286669354
entj,2.5196221805460413
