MBTI Type,Topic Diversity
isfj,2.729972674225604
enfj,2.6937144354407088
istj,2.688965064994766
istp,2.657470556422603
infp,2.6552512553081904
esfj,2.6538799380488376
infj,2.650055309276093
estj,2.6276183514714333
isfp,2.616493077511518
intp,2.6160774729138963
enfp,2.604434631083094
estp,2.56307167602772
intj,2.5523755364469363
esfp,2.5314500585659614
entp,2.524734048015531
entj,2.518270941748651
