MBTI Type,Topic Diversity
isfj,2.7519123120725415
istj,2.7133502099944464
istp,2.7109937233245267
infp,2.7062584792403395
esfj,2.694973328719964
estj,2.69166420910812
isfp,2.6907433558726717
enfj,2.6896003901798173
enfp,2.678277664438294
intp,2.673682545840243
esfp,2.6608253019372303
infj,2.6491939914189393
entp,2.617477694995515
estp,2.595421781818476
intj,2.5548437867255744
entj,2.5305249018502365
