MBTI Type,Topic Diversity
isfj,2.8239677569579578
istj,2.788821727714824
infj,2.787031361377074
esfj,2.761601667918061
enfj,2.7604815493566295
infp,2.7406024678317045
isfp,2.7293324854913044
estj,2.7269169022052986
enfp,2.7238080449537243
intj,2.7142352929333824
istp,2.706874693286674
intp,2.7049198486670014
esfp,2.684521076199712
entj,2.6411157311762157
estp,2.6159844142044797
entp,2.593681830508428
