MBTI Type,Topic Diversity
istp,2.604751074153309
intp,2.592477130355113
istj,2.580975033252282
esfj,2.5631326915542805
enfj,2.562068534036848
enfp,2.5616619604513975
infp,2.557281866634278
isfp,2.543569040998553
estp,2.543445298764036
isfj,2.539242328785514
esfp,2.534976937823009
infj,2.5315316856618035
estj,2.530281026560846
entj,2.524828653714262
intj,2.5232092875386676
entp,2.512108890597131
