MBTI Type,Topic Diversity
istp,2.7167557646337976
esfj,2.70496409851221
isfj,2.689142333466084
istj,2.6845584732629924
isfp,2.6729975184154258
esfp,2.6629017513359794
infp,2.6588123974115203
enfj,2.656737786730086
infj,2.6490753628415358
intp,2.6490121649333545
estj,2.6325111919957114
enfp,2.6196890012520035
estp,2.616990692173915
intj,2.6115980729929067
entp,2.6015944409883813
entj,2.572050145582414
