MBTI Type,Topic Diversity
esfj,2.8208107826325874
isfp,2.802385205325388
istp,2.8005157175912276
infp,2.7999874135178926
enfj,2.7909651821732595
isfj,2.7878121472053166
esfp,2.7740976274068356
istj,2.7502799568433396
enfp,2.7433294843191987
infj,2.72284112003747
intp,2.7178209925750396
estj,2.693598256742647
entp,2.663467946410612
estp,2.661595116614562
intj,2.5952192691292093
entj,2.5503312501367827
