MBTI Type,Topic Diversity
isfj,2.7571291208466606
isfp,2.7488555546750666
istp,2.7323016060428382
istj,2.722176964205002
infp,2.7167712957113217
esfj,2.715975471336943
esfp,2.6926800097030092
intp,2.684405898098782
enfj,2.679067223623007
estp,2.6435217864449996
infj,2.6409818062969803
enfp,2.630331599128184
estj,2.6289161061894846
entp,2.587293959271518
intj,2.5591250988602066
entj,2.5150672876008335
