MBTI Type,Topic Diversity
esfj,2.665577598140975
istp,2.6405985154099096
infp,2.6312670165535312
istj,2.6307977771387305
isfp,2.6288877209589985
enfj,2.627250901423832
isfj,2.6209362113730736
estj,2.6136466883069422
esfp,2.6073899090547363
intp,2.5922806624635397
enfp,2.584345197843196
infj,2.581684238798503
intj,2.5409076067625382
entp,2.5294145575453277
entj,2.5220637386496225
estp,2.5158833165300067
